,Score,Age,Cumulative score,Churn
1069,639,38,93716.38,0
1070,775,38,15795.88,1
1071,631,33,58043.02,1
1072,545,30,170307.43,0
1073,734,30,76503.06,0
1074,537,30,96555.42,0
1075,850,46,187980.21,0
1076,766,62,5893.23,1
1077,778,33,32757.55,0
1078,584,37,100835.19,0
1079,512,35,18785.48,0
1080,555,31,137491.23,0
1081,782,23,142587.32,0
1082,556,43,125154.57,1
1083,583,27,110784.42,0
1084,739,60,51637.67,0
1085,633,40,34670.62,1
1086,620,41,85000.32,0
1087,593,39,197933.5,0
1088,803,26,181208.47,0
1089,578,35,26389.92,0
1090,515,60,18424.24,1
1091,674,32,140579.17,0
1092,689,47,31121.42,0
1093,749,36,80134.65,0
1094,598,32,198894.42,0
1095,701,35,71173.64,0
1096,706,47,140803.7,0
1097,643,34,188533.11,0
1098,546,29,94823.95,0
1099,850,36,62722.44,0
1100,675,31,60270.87,0
1101,501,39,182025.95,0
1102,729,38,45779.9,0
1103,758,42,76209.56,0
1104,505,40,155061.97,0
1105,726,27,78970.58,0
1106,766,41,34283.23,0
1107,698,50,88566.9,1
1108,625,24,180969.55,0
1109,584,66,49553.38,1
1110,683,40,75762.0,0
1111,575,36,94570.56,0
1112,850,39,103921.43,0
1113,599,25,79005.95,0
1114,560,28,120880.72,0
1115,506,34,115842.1,0
1116,619,57,72467.99,1
1117,485,25,113266.09,0
1118,812,29,168023.6,0
1119,736,28,117431.1,0
1120,660,24,71638.0,0
1121,678,32,118235.52,1
1122,587,49,13308.2,1
1123,632,40,93702.96,1
1124,794,46,195325.74,0
1125,717,33,23231.93,0
1126,749,34,174189.04,1
1127,530,23,165227.23,0
1128,597,38,41303.29,0
1129,551,76,181718.73,0
1130,668,53,183980.56,1
1131,757,30,198341.15,0
1132,592,38,35338.96,0
1133,663,32,182355.21,0
1134,558,40,92378.54,0
1135,749,27,132734.87,0
1136,655,46,115146.4,1
1137,706,48,158248.71,1
1138,643,41,49667.28,0
1139,705,48,173273.2,1
1140,539,38,13123.41,0
1141,686,39,136643.84,0
1142,646,50,142208.5,1
1143,516,31,124202.26,0
1144,350,54,191973.49,1
1145,686,34,88837.11,0
1146,731,30,143086.09,0
1147,629,31,16447.6,1
1148,726,32,185075.63,0
1149,779,26,111906.0,0
1150,650,43,16301.91,0
1151,699,36,33687.9,0
1152,596,57,72402.0,0
1153,703,43,9704.66,0
1154,647,33,152323.04,0
1155,653,74,160348.31,0
1156,557,36,144078.02,0
1157,651,25,114566.47,0
1158,828,28,79355.87,0
1159,663,29,21170.81,0
1160,430,49,146516.86,1
1161,647,47,157360.9,0
1162,684,39,120612.11,0
1163,540,64,95421.0,0
1164,629,36,146371.72,0
1165,616,37,111312.96,0
1166,487,53,90076.85,0
1167,715,41,152821.12,1
1168,775,27,40807.26,0
1169,683,30,100496.84,1
1170,720,33,142956.48,0
1171,584,32,169137.24,0
1172,711,51,38409.79,1
1173,590,36,48876.84,0
1174,586,34,15034.93,0
1175,547,41,175295.89,1
1176,626,35,80190.36,0
1177,647,32,128590.73,0
1178,619,38,117616.29,0
1179,700,28,146723.72,0
1180,710,43,157908.19,1
1181,444,45,161653.5,1
1182,583,40,26920.43,0
1183,535,38,60775.76,1
1184,562,35,48869.67,0
1185,677,43,95936.84,0
1186,598,34,60894.26,0
1187,727,18,126172.11,0
1188,593,46,54453.72,0
1189,611,40,10109.47,0
1190,613,29,77242.19,0
1191,637,43,101382.86,1
1192,681,47,2168.13,0
1193,775,30,193880.6,1
1194,814,29,197276.13,0
1195,745,55,51548.14,1
1196,738,26,67484.16,0
1197,682,24,53134.3,0
1198,635,29,141075.51,0
1199,730,34,96875.52,0
1200,641,40,151648.66,1
1201,602,26,197861.16,1
1202,660,28,14288.93,0
1203,811,44,78439.73,0
1204,588,46,61931.21,0
1205,625,26,122810.53,0
1206,768,42,60686.4,0
1207,500,37,111698.0,0
1208,563,35,39546.32,0
1209,691,26,153228.0,0
1210,615,66,74580.8,0
1211,694,30,31805.49,0
1212,698,63,173576.71,0
1213,593,41,109783.29,0
1214,776,33,129525.5,1
1215,682,40,105352.55,0
1216,523,36,155304.53,0
1217,673,72,111981.19,0
1218,753,33,82820.85,0
1219,761,34,61251.25,0
1220,668,39,38466.39,0
1221,714,52,186775.25,0
1222,576,45,135244.87,0
1223,689,30,41865.72,1
1224,651,26,141763.26,0
1225,796,40,46415.09,0
1226,674,45,140041.78,0
1227,654,36,146652.11,0
1228,608,42,178504.29,0
1229,522,30,145490.85,0
1230,666,39,102999.33,0
1231,756,60,93524.19,1
1232,653,36,110525.6,0
1233,540,37,28257.89,0
1234,766,28,13182.43,0
1235,450,46,54227.06,0
1236,850,33,33700.52,0
1237,666,40,36371.27,0
1238,721,40,138564.48,1
1239,653,44,154639.72,0
1240,731,43,170034.95,1
1241,427,37,121485.1,0
1242,582,50,116944.3,0
1243,739,45,147802.94,1
1244,683,47,148989.15,0
1245,541,34,134851.12,0
1246,582,26,30149.21,0
1247,679,45,48466.89,0
1248,593,35,71154.1,0
1249,630,28,20344.84,0
1250,605,48,133486.36,0
1251,603,31,109145.2,0
1252,637,36,71692.8,0
1253,687,27,126494.82,0
1254,530,45,190663.89,1
1255,672,43,64515.5,0
1256,583,40,47728.0,0
1257,748,40,60416.76,0
1258,518,38,162253.9,0
1259,538,62,17682.02,1
1260,657,38,47019.66,1
1261,564,30,134175.15,0
1262,650,50,42028.16,0
1263,600,32,132973.21,0
1264,740,40,30812.84,0
1265,588,34,131729.52,0
1266,642,38,171463.83,0
1267,733,24,9617.24,0
1268,572,47,196549.85,1
1269,629,39,116748.14,0
1270,518,59,123872.0,0
1271,576,44,119056.68,1
1272,531,37,147521.35,0
1273,538,42,94047.75,0
1274,777,43,21785.91,0
1275,573,35,102986.15,0
1276,590,27,1676.92,0
1277,837,38,79577.38,0
1278,516,37,3363.36,0
1279,633,37,124830.11,0
1280,850,39,92748.16,0
1281,461,35,54209.02,0
1282,663,37,185210.63,0
1283,497,27,167522.19,0
1284,729,44,9200.54,0
1285,777,23,163225.48,0
1286,850,35,25329.48,0
1287,595,26,151192.18,0
1288,785,36,36976.52,0
1289,695,45,77330.35,0
1290,758,51,116520.07,0
1291,585,28,41219.09,0
1292,483,44,192359.9,1
1293,743,25,129740.11,0
1294,563,44,197812.16,0
1295,643,37,142454.77,0
1296,782,36,108003.38,0
1297,621,39,36122.96,0
1298,773,43,177357.16,0
1299,646,45,57236.44,0
1300,681,37,72127.83,0
1301,562,31,108675.01,0
1302,614,43,166588.76,0
1303,666,35,175015.12,0
1304,596,33,85412.54,0
1305,695,37,99692.65,0
1306,664,46,177423.02,1
1307,778,38,126702.41,0
1308,605,51,165574.54,1
1309,774,32,114899.13,0
1310,529,31,175697.87,0
1311,790,26,98309.27,0
1312,547,38,159207.34,0
1313,502,45,84663.21,0
1314,715,38,332.81,0
1315,659,31,161574.19,0
1316,779,24,43705.56,0
1317,640,29,141453.62,0
1318,550,52,41730.37,1
1319,743,45,22512.44,1
1320,516,27,142680.64,1
1321,675,40,142783.98,1
1322,595,20,177738.98,0
1323,575,53,26015.8,0
1324,652,34,104331.76,0
1325,632,30,182728.8,0
1326,682,38,49833.5,1
1327,597,30,182726.22,1
1328,806,34,32125.98,0
1329,498,45,165990.44,0
1330,676,48,101397.86,0
1331,764,40,124095.69,0
1332,675,28,134110.93,0
1333,766,37,147700.78,0
1334,678,38,115068.99,0
1335,708,67,3837.08,0
1336,580,32,128028.6,0
1337,586,29,142238.54,0
1338,763,35,104706.29,0
1339,712,30,177613.19,0
1340,682,46,4654.28,0
1341,595,39,151757.81,0
1342,677,18,114858.9,0
1343,548,28,158585.17,1
1344,518,35,192776.64,0
1345,706,38,46635.11,0
1346,732,26,154364.66,0
1347,681,29,52021.39,0
1348,735,39,40223.74,0
1349,615,30,3183.15,0
1350,850,62,180243.56,0
1351,717,25,190011.85,0
1352,541,37,148814.54,0
1353,745,59,36124.98,0
1354,668,56,134396.64,1
1355,664,49,108876.75,1
1356,686,35,35356.46,0
1357,693,37,38196.24,0
1358,630,36,48984.95,0
1359,664,33,143433.33,0
1360,683,43,96754.8,0
1361,660,33,150422.35,0
1362,601,43,49713.87,1
1363,850,24,13159.9,0
1364,603,30,19282.85,0
1365,710,45,36154.66,0
1366,838,40,150659.35,1
1367,731,70,141180.66,0
1368,653,30,96658.26,0
1369,767,42,28615.8,0
1370,545,26,156598.23,0
1371,738,58,28373.86,1
1372,556,54,157015.5,1
1373,557,27,4497.55,0
1374,731,19,151581.79,0
1375,514,26,121551.93,0
1376,605,75,186655.11,0
1377,543,31,16658.76,0
1378,519,34,68479.6,0
1379,725,35,150507.43,0
1380,824,26,21903.62,1
1381,783,59,4423.63,0
1382,803,43,72051.44,0
1383,690,36,135784.94,0
1384,694,31,160990.27,0
1385,758,61,43982.41,0
1386,636,20,100566.81,0
1387,617,36,71519.4,0
1388,832,61,127804.66,1
1389,602,23,84077.6,0
1390,641,77,81514.06,0
1391,665,34,29641.58,0
1392,655,38,110527.71,0
1393,836,32,55218.02,0
1394,678,43,79649.62,0
1395,721,68,175399.14,0
1396,458,36,79723.78,0
1397,501,44,74940.5,0
1398,640,68,199493.38,0
1399,748,66,163331.65,0
1400,545,37,127394.67,0
1401,661,35,83052.03,0
1402,580,45,47428.73,1
1403,697,48,87400.53,0
1404,624,55,95022.02,1
1405,555,35,101667.0,0
1406,613,24,129001.3,0
1407,653,55,62347.71,0
1408,595,34,156309.52,0
1409,638,34,198969.78,0
1410,642,41,67484.6,0
1411,719,42,149097.38,1
1412,683,41,163911.32,0
1413,757,51,22835.13,1
1414,701,37,16966.73,0
1415,684,41,138394.37,0
1416,720,64,79623.28,1
1417,669,33,128538.05,0
1418,724,31,134889.95,1
1419,615,45,164886.64,0
1420,649,41,143544.48,0
1421,491,61,139861.53,0
1422,577,43,135008.92,0
1423,655,27,51620.94,0
1424,554,36,6089.13,0
1425,850,39,105886.77,0
1426,767,33,132480.75,0
1427,662,32,65089.38,0
1428,686,38,10137.34,1
1429,668,36,190958.48,1
1430,557,68,38596.34,0
1431,593,74,65532.17,0
1432,709,38,81452.29,0
1433,691,30,21198.39,0
1434,715,32,114149.8,0
1435,662,59,8059.44,1
1436,660,42,115509.59,0
1437,717,33,81508.1,0
1438,663,28,123969.64,0
1439,665,34,171413.66,0
1440,471,42,190531.77,0
1441,601,39,41777.9,1
1442,551,50,84508.44,1
1443,803,65,6930.17,0
1444,758,34,60728.89,0
1445,580,65,107890.69,1
1446,606,36,155641.46,0
1447,703,39,31257.1,1
1448,502,33,4082.52,0
1449,620,21,154882.79,0
1450,655,38,90490.33,0
1451,585,44,101728.46,0
1452,457,44,185992.36,0
1453,792,30,199644.2,0
1454,633,29,30338.94,0
1455,611,68,146448.01,0
1456,556,52,175149.2,1
1457,709,44,117031.2,0
1458,827,47,108977.5,0
1459,728,35,54359.02,1
1460,531,63,24506.95,1
1461,676,48,15068.53,1
1462,710,33,72945.32,0
1463,850,28,60708.72,1
1464,616,45,62002.04,0
1465,617,54,45325.26,0
1466,820,29,115985.38,0
1467,754,65,121529.59,1
1468,764,24,88724.49,0
1469,650,23,180622.43,0
1470,637,30,65618.01,0
1471,590,37,128256.18,0
1472,496,32,66469.2,0
1473,773,41,64595.25,0
1474,583,31,12538.92,0
1475,420,31,9904.63,0
1476,707,49,82967.97,1
1477,673,29,9796.69,0
1478,569,37,199929.17,0
1479,850,37,119969.99,0
1480,641,33,55796.83,1
1481,706,18,129654.22,0
1482,835,47,45859.55,1
1483,621,36,155743.48,0
1484,674,43,8757.39,0
1485,850,38,9015.07,0
1486,828,34,81853.98,0
1487,616,31,59346.4,1
1488,755,29,28805.09,0
1489,623,24,116160.04,0
1490,505,37,125307.87,0
1491,646,34,130500.65,0
1492,528,31,80181.12,0
1493,687,44,1787.85,0
1494,583,38,47848.56,0
1495,629,37,49676.33,0
1496,627,30,188258.49,0
1497,804,24,173195.33,0
1498,683,43,30375.18,0
1499,613,51,53630.9,1
1500,661,35,86678.48,0
1501,670,33,39451.09,0
1502,775,60,111558.7,0
1503,579,29,129209.09,0
1504,520,34,193209.11,0
1505,479,33,50774.81,1
1506,647,64,41800.18,0
1507,487,40,193408.43,0
1508,491,68,113695.99,0
1509,523,39,6726.53,0
1510,538,28,5698.97,0
1511,537,41,106761.47,0
1512,663,52,144593.3,1
1513,710,30,8991.17,0
1514,515,66,160663.11,0
1515,460,35,189339.6,0
1516,634,41,6382.46,0
1517,538,49,173779.25,1
1518,741,35,99595.67,0
1519,405,31,72950.14,0
1520,615,19,159920.92,0
1521,700,31,145151.96,0
1522,589,38,95483.48,1
1523,561,28,70548.96,0
1524,788,36,16149.13,0
1525,629,39,82774.07,0
1526,711,58,26767.85,0
1527,635,29,117173.8,0
1528,740,40,129333.69,1
1529,729,40,103396.08,0
1530,628,43,122937.57,0
1531,567,38,45422.89,0
1532,627,35,193022.44,0
1533,663,39,101168.9,0
1534,573,31,70381.49,0
1535,593,40,5194.95,0
1536,584,39,127749.61,0
1537,614,39,164018.98,0
1538,825,37,52301.15,0
1539,687,34,191092.62,0
1540,697,43,188486.94,0
1541,600,27,172031.22,0
1542,625,36,133807.77,1
1543,615,51,169149.38,0
1544,657,57,126369.55,1
1545,701,23,38960.59,0
1546,731,30,189528.72,0
1547,762,60,31445.03,1
1548,770,30,100557.03,0
1549,640,46,156260.08,0
1550,712,48,183235.33,0
1551,554,39,32824.15,0
1552,681,29,66367.33,0
1553,466,41,181879.56,0
1554,773,39,182081.45,0
1555,636,44,86414.41,0
1556,568,26,154491.39,0
1557,603,24,198826.03,1
1558,800,29,167773.55,0
1559,652,40,126554.96,0
1560,671,48,83210.84,0
1561,699,41,94142.35,0
1562,680,30,16278.97,0
1563,810,33,77965.67,0
1564,620,36,45414.09,0
1565,699,25,52404.47,0
1566,588,38,75969.19,0
1567,529,61,191370.97,0
1568,464,33,3710.34,0
1569,598,32,167376.26,0
1570,431,37,117023.08,0
1571,770,70,22666.77,1
1572,669,35,49108.23,1
1573,751,36,27758.36,0
1574,690,26,83253.05,0
1575,720,60,157552.08,1
1576,549,31,23343.18,0
1577,615,41,130661.95,0
1578,619,43,113410.49,0
1579,776,37,194099.12,0
1580,574,39,103421.91,0
1581,430,38,12050.77,0
1582,694,29,112317.89,0
1583,720,57,27145.73,1
1584,725,39,184023.54,0
1585,538,33,199249.29,0
1586,812,24,83247.14,0
1587,507,34,60688.38,0
1588,577,26,123454.62,0
1589,485,29,116828.51,1
1590,705,37,13935.53,1
1591,792,70,172240.27,0
1592,720,33,91881.29,0
1593,607,35,114190.3,0
1594,491,68,116471.14,1
1595,850,30,62811.03,0
1596,651,25,126761.2,0
1597,630,34,114006.35,0
1598,759,31,47832.82,0
1599,581,31,107137.3,0
1600,569,41,163150.03,1
1601,510,32,28515.17,0
1602,815,57,38941.44,1
1603,627,44,114469.55,0
1604,759,26,135394.62,0
1605,850,39,186910.74,0
1606,614,39,56459.45,0
1607,834,23,20199.3,0
1608,562,39,9854.72,1
1609,609,38,171430.16,0
1610,587,35,23481.69,1
1611,689,40,118319.5,0
1612,648,56,140991.23,1
1613,655,27,108008.05,0
1614,622,31,152305.47,0
1615,850,40,44406.17,0
1616,577,29,168924.41,0
1617,710,37,46523.6,0
1618,453,38,129697.99,0
1619,487,46,44244.49,1
1620,819,39,27046.46,1
1621,508,26,156424.4,0
1622,536,41,121299.14,0
1623,758,40,123218.81,0
1624,658,29,54914.92,0
1625,585,44,112333.22,0
1626,850,31,178747.43,0
1627,850,27,3025.49,0
1628,602,43,115116.35,1
1629,555,40,170514.21,0
1630,460,27,156150.08,1
1631,459,48,19287.06,1
1632,788,55,13288.46,1
1633,730,42,85982.47,0
1634,626,34,56646.28,0
1635,542,29,196651.72,0
1636,635,24,142935.83,0
1637,630,26,182612.38,0
1638,687,24,158615.41,0
1639,693,44,46998.13,1
1640,629,44,117572.59,1
1641,599,31,130086.47,1
1642,579,50,192146.63,1
1643,823,46,28370.95,1
1644,817,55,95941.55,1
1645,769,31,7118.02,0
1646,850,40,36690.49,0
1647,612,32,177092.16,0
1648,789,53,5036.39,1
1649,788,34,181196.76,0
1650,748,34,137001.1,0
1651,749,22,42241.54,0
1652,633,42,56865.62,0
1653,718,29,134462.29,0
1654,842,46,17268.02,0
1655,544,44,69228.2,1
1656,850,42,176883.42,0
1657,772,34,121073.23,0
1658,732,33,119882.7,0
1659,604,47,47777.15,1
1660,663,33,28531.81,0
1661,681,44,163558.36,0
1662,716,42,180800.42,0
1663,813,29,33953.87,0
1664,684,48,198129.36,0
1665,585,54,55346.14,0
1666,495,42,130404.53,0
1667,721,41,61018.85,0
1668,632,35,64722.61,0
1669,661,41,120646.4,0
1670,626,44,164287.86,0
1671,473,48,71139.8,0
1672,625,37,35625.41,0
1673,768,36,17348.56,0
1674,757,46,37460.05,0
1675,661,42,29358.57,1
1676,762,34,68562.26,1
1677,725,33,177279.41,0
1678,594,18,167689.56,0
1679,709,45,11.58,1
1680,670,40,69850.04,0
1681,699,34,185227.42,0
1682,670,33,66979.06,0
1683,736,43,52856.88,0
1684,701,35,65765.22,0
1685,825,35,26342.33,1
1686,427,39,28368.37,0
1687,668,35,53994.64,0
1688,732,50,91936.1,1
1689,649,36,109179.89,0
1690,610,69,192743.06,1
1691,648,39,57995.74,0
1692,654,42,67607.9,0
1693,730,29,14174.09,0
1694,792,36,1871.25,0
1695,631,29,125877.22,0
1696,555,44,60533.96,1
1697,536,23,120661.71,0
1698,593,38,135337.11,0
1699,710,46,166586.99,1
1700,842,37,87071.18,1
1701,525,60,168034.9,0
1702,555,33,178798.13,0
1703,548,35,31299.71,0
1704,515,29,9770.97,0
1705,365,30,81537.85,1
1706,675,36,149399.7,0
1707,730,26,34542.41,0
1708,621,50,191756.54,1
1709,573,36,56905.38,0
1710,691,58,194930.3,1
1711,842,35,48217.97,1
1712,640,50,82559.77,0
1713,481,44,96123.72,0
1714,608,27,199953.33,0
1715,532,24,34231.48,0
1716,718,28,28760.99,0
1717,567,45,62193.92,0
1718,594,34,9443.15,0
1719,626,39,51467.92,1
1720,775,33,128841.31,0
1721,751,48,137508.42,1
1722,762,53,170195.4,0
1723,691,38,81617.4,0
1724,602,56,4176.17,1
1725,837,38,46395.21,0
1726,482,38,35848.12,0
1727,748,41,71139.31,0
1728,765,41,191215.61,0
1729,637,36,72504.76,0
1730,627,55,91943.94,1
1731,722,43,44560.17,1
1732,596,36,125557.95,0
1733,745,35,161519.77,0
1734,602,35,22499.29,0
1735,797,32,8877.06,0
1736,511,30,143994.86,0
1737,523,63,119404.63,0
1738,528,30,50771.16,0
1739,429,60,163691.48,0
1740,563,42,154347.95,1
1741,680,42,136377.21,0
1742,582,32,152790.92,0
1743,690,32,137916.49,0
1744,850,36,191535.11,1
1745,622,35,51112.8,0
1746,590,43,143628.31,0
1747,580,31,64014.24,0
1748,627,37,133031.96,0
1749,760,43,193312.33,0
1750,531,29,75585.48,0
1751,628,45,96862.56,0
1752,476,37,55775.84,1
1753,691,33,113580.79,0
1754,685,43,68701.73,0
1755,793,29,192120.66,0
1756,667,27,166317.71,0
1757,709,31,71009.84,0
1758,645,47,121840.2,1
1759,594,56,26215.85,1
1760,703,58,85148.78,0
1761,806,30,85028.36,1
1762,582,35,28750.67,0
1763,718,36,45909.87,0
1764,502,33,33300.56,0
1765,686,34,127569.8,0
1766,708,34,121457.88,1
1767,376,29,119346.88,1
1768,651,31,129912.74,0
1769,823,53,131259.6,1
1770,541,46,94499.06,0
1771,569,36,154775.7,0
1772,683,30,24938.84,0
1773,731,41,101371.72,0
1774,554,26,192709.69,0
1775,596,41,141053.85,0
1776,772,30,1790.48,0
1777,683,29,129891.66,0
1778,637,44,149665.65,0
1779,711,34,42976.64,0
1780,525,59,83342.73,1
1781,529,42,82276.62,0
1782,703,45,68831.72,0
1783,637,39,88391.29,1
1784,685,38,102184.66,0
1785,547,43,80262.91,0
1786,710,62,119348.76,1
1787,669,47,181928.25,0
1788,725,32,138525.19,0
1789,634,27,173425.68,0
1790,526,35,40980.87,1
1791,521,37,86372.24,0
1792,666,27,88751.45,0
1793,626,35,32825.5,0
1794,516,50,45591.23,0
1795,662,37,48233.75,0
1796,608,56,153810.41,0
1797,789,51,74265.38,0
1798,807,47,125440.11,1
1799,593,39,27274.6,1
1800,666,34,25095.03,0
1801,814,72,130853.03,0
1802,666,71,112222.64,0
1803,529,38,90256.06,1
1804,822,50,10062.8,0
1805,669,44,131609.48,1
1806,791,42,139946.68,1
1807,631,27,176730.02,0
1808,779,55,22832.71,1
1809,732,25,172576.56,0
1810,531,31,118508.09,1
1811,513,41,160546.58,0
1812,636,34,53512.16,0
1813,551,31,185105.44,0
1814,636,28,191627.85,0
1815,648,44,58652.23,0
1816,709,32,199418.02,0
1817,557,42,150944.31,1
1818,671,29,158043.11,0
1819,678,66,47117.03,0
1820,541,39,199808.1,1
1821,587,36,30579.82,0
1822,733,35,45959.86,0
1823,684,40,186976.6,0
1824,607,62,23386.77,1
1825,609,71,108258.22,1
1826,702,30,145537.32,0
1827,735,43,196673.28,0
1828,689,39,14917.09,0
1829,710,33,168313.17,0
1830,702,36,52909.87,0
1831,503,29,143954.99,0
1832,629,40,139356.3,0
1833,615,30,156346.84,0
1834,600,49,91347.76,0
1835,773,50,129372.94,0
1836,506,35,26318.73,0
1837,579,38,91763.67,0
1838,725,41,116704.25,0
1839,827,60,60615.83,0
1840,755,37,117396.25,0
1841,850,37,100101.06,0
1842,686,32,179093.26,0
1843,751,43,125920.54,0
1844,720,34,77047.78,0
1845,656,75,1276.87,0
1846,739,58,72168.53,0
1847,701,36,189085.07,0
1848,437,26,78854.57,0
1849,751,29,66825.33,0
1850,641,42,121138.77,0
1851,659,39,107964.36,0
1852,850,44,171096.2,0
1853,828,37,94845.45,0
1854,727,39,180962.32,0
1855,588,44,49324.03,1
1856,619,28,48475.12,0
1857,649,20,58309.54,0
1858,648,37,86894.67,0
1859,593,32,166850.57,0
1860,749,44,151083.8,0
1861,637,39,117622.8,1
1862,559,34,66721.98,0
1863,651,37,175820.91,0
1864,615,23,196476.19,0
1865,599,40,14113.11,0
1866,695,53,70140.8,1
1867,467,57,114448.77,0
1868,675,57,95463.29,0
1869,681,48,73066.72,0
1870,634,31,196021.73,0
1871,563,22,5791.85,0
1872,721,36,49653.37,0
1873,705,46,117273.35,0
1874,623,35,47880.71,0
1875,492,45,164741.81,0
1876,562,35,119899.52,0
1877,667,38,77866.91,0
1878,667,39,68873.8,0
1879,672,23,80778.5,0
1880,468,28,170661.02,0
1881,825,34,31933.06,0
1882,665,33,159840.51,0
1883,641,36,31106.67,0
1884,665,51,53353.36,0
1885,693,28,158545.25,0
1886,551,27,85129.77,1
1887,674,22,173940.59,0
1888,682,58,706.5,0
1889,535,50,69531.22,1
1890,624,44,88407.51,0
1891,661,39,181461.46,0
1892,692,24,180490.53,0
1893,712,42,92223.59,0
1894,748,26,183049.41,0
1895,828,30,161671.15,0
1896,569,34,133997.53,0
1897,514,30,125010.24,0
1898,798,49,31686.33,1
1899,610,40,149602.54,0
1900,666,53,128019.48,1
1901,688,29,154695.57,0
1902,620,37,71175.94,0
1903,494,25,109988.09,0
1904,588,35,94498.82,0
1905,634,41,131284.93,0
1906,563,39,17603.81,0
1907,443,36,56937.43,0
1908,777,34,172618.52,0
1909,677,27,114685.92,0
1910,505,43,137565.87,0
1911,584,29,88866.92,0
1912,850,45,19482.5,0
1913,527,32,109523.88,0
1914,636,34,44756.25,0
1915,611,40,93203.43,0
1916,809,43,132908.07,0
1917,765,40,67972.45,0
1918,735,25,28411.23,0
1919,689,46,72993.65,0
1920,657,36,183058.51,1
1921,719,76,176244.87,0
1922,746,21,194563.65,0
1923,611,33,3729.89,0
1924,495,40,150720.39,0
1925,497,34,83087.13,0
1926,508,38,22614.19,0
1927,547,31,99294.22,0
1928,672,34,22736.06,0
1929,601,48,41816.49,1
1930,787,43,20955.03,1
1931,626,34,37870.29,0
1932,678,38,126253.31,0
1933,608,30,132973.17,0
1934,600,43,177378.66,1
1935,763,58,35825.18,0
1936,576,32,4660.91,0
1937,718,67,82782.08,0
1938,537,37,17802.42,0
1939,553,31,124596.63,0
1940,503,32,153036.97,0
1941,554,34,106981.03,0
1942,781,33,6959.0,0
1943,594,38,58332.91,0
1944,637,63,28092.77,1
1945,785,38,134964.85,1
1946,580,37,77108.66,0
1947,850,33,136539.13,0
1948,603,44,108488.33,1
1949,452,44,69697.74,0
1950,743,32,175252.78,0
1951,604,41,11819.84,0
1952,701,29,176943.59,0
1953,712,36,70758.37,1
1954,721,37,90821.66,0
1955,606,33,63176.77,0
1956,801,42,95804.33,0
1957,773,45,113950.51,0
1958,681,23,147759.84,0
1959,637,40,93165.34,0
1960,622,47,100183.05,0
1961,747,58,190696.35,1
1962,504,43,194690.77,1
1963,663,27,188007.99,0
1964,646,46,133059.15,0
1965,505,26,145011.62,0
1966,705,32,129576.99,0
1967,683,30,183171.47,0
1968,465,24,127744.02,0
1969,597,45,167756.45,0
1970,679,35,178291.09,0
1971,773,33,98820.09,0
1972,595,29,87771.06,0
1973,594,27,151912.49,0
1974,535,20,118825.56,0
1975,625,37,96088.54,0
1976,544,37,79972.09,0
1977,749,30,126551.65,0
1978,664,40,194767.3,0
1979,509,32,21646.2,0
1980,591,34,30972.06,0
1981,596,37,121175.86,0
1982,611,30,148887.69,0
1983,785,54,45113.92,1
1984,559,40,32635.54,0
1985,555,24,27513.47,0
1986,566,36,79616.37,0
1987,666,46,177844.06,0
1988,765,33,69039.43,0
1989,741,36,168816.22,0
1990,750,37,27366.77,0
1991,766,41,62402.38,0
1992,569,34,102299.81,1
1993,620,42,119747.08,0
1994,642,30,61977.82,0
1995,705,31,182528.44,0
1996,622,52,162756.29,1
1997,581,30,196582.28,0
1998,758,56,10643.38,0
1999,696,22,198032.93,0
2000,850,53,182633.63,1
2001,681,67,163714.92,0
2002,691,30,49594.02,0
2003,682,30,195104.91,0
2004,671,32,146636.44,0
2005,724,34,78560.64,0
2006,609,26,98463.99,0
2007,578,34,66680.77,0
2008,711,34,48260.19,0
2009,744,46,177431.59,1
2010,532,39,94977.3,0
2011,619,38,8646.58,0
2012,663,34,114083.73,0
2013,557,48,185094.48,0
2014,457,41,185750.02,1
2015,648,23,134676.72,0
2016,594,40,190882.69,0
2017,598,38,75959.1,1
2018,496,59,163141.18,1
2019,576,52,16644.16,0
2020,702,23,114603.96,0
2021,800,46,171928.04,0
2022,625,56,46824.08,1
2023,554,35,190155.13,0
2024,688,35,166165.93,1
2025,706,46,149170.25,1
2026,601,24,144660.42,0
2027,738,54,55725.04,1
2028,711,32,147720.27,0
2029,687,41,158408.23,0
2030,606,71,169741.96,0
2031,679,28,61761.77,0
2032,626,26,191420.71,0
2033,716,39,43527.4,1
2034,473,35,189560.43,0
2035,485,27,141449.86,0
2036,593,38,154071.27,0
2037,554,31,107074.81,0
2038,782,70,131177.22,0
2039,523,35,186118.93,0
2040,709,32,138578.37,0
2041,629,34,190347.72,0
2042,554,37,166177.3,0
2043,584,44,106564.88,0
2044,719,22,177497.4,0
2045,678,26,4989.33,0
2046,589,61,61108.56,1
2047,430,66,172852.06,1
2048,483,50,111020.24,0
2049,482,35,79957.95,0
2050,567,47,110900.43,1
2051,477,24,162699.7,1
2052,682,81,50783.88,0
2053,516,35,119666.0,0
2054,499,55,123269.71,0
2055,703,73,159677.46,0
2056,594,35,65361.66,0
2057,615,32,2755.53,0
2058,694,37,100335.55,0
2059,607,31,166792.71,0
2060,602,72,171260.66,0
2061,579,37,32246.63,0
2062,718,40,121537.91,0
2063,512,40,23101.13,0
2064,455,37,54398.56,0
2065,833,29,48986.18,0
2066,710,51,141400.51,1
