,idClient,Score,Age,Tenure,Games Balance,NumOfProducts,Cumulative score,Churn
1289,3859,695,45,9,43134.65,1,77330.35,0
1290,2447,758,51,8,81710.46,1,116520.07,0
1291,3191,585,28,6,105795.9,1,41219.09,0
1292,3083,483,44,5,136836.49,1,192359.9,1
1293,8390,743,25,6,0.0,2,129740.11,0
1294,7504,563,44,7,105007.31,2,197812.16,0
1295,8080,643,37,6,0.0,2,142454.77,0
1296,7874,782,36,5,81210.72,2,108003.38,0
1297,4815,621,39,8,0.0,2,36122.96,0
1298,9727,773,43,7,138150.57,1,177357.16,0
1299,918,646,45,3,47134.75,1,57236.44,0
1300,3495,681,37,7,69609.85,1,72127.83,0
1301,6085,562,31,9,117153.0,1,108675.01,0
1302,4884,614,43,8,140733.74,1,166588.76,0
1303,2218,666,35,2,104832.49,1,175015.12,0
1304,2411,596,33,1,138162.81,1,85412.54,0
1305,6475,695,37,2,0.0,2,99692.65,0
1306,8838,664,46,2,0.0,1,177423.02,1
1307,1333,778,38,3,145018.49,2,126702.41,0
1308,5307,605,51,9,104760.82,1,165574.54,1
1309,5390,774,32,4,0.0,2,114899.13,0
1310,6385,529,31,7,0.0,2,175697.87,0
1311,1099,790,26,4,141581.71,2,98309.27,0
1312,2041,547,38,5,167539.97,1,159207.34,0
1313,6067,502,45,0,0.0,1,84663.21,0
1314,9650,715,38,0,0.0,2,332.81,0
1315,342,659,31,4,118342.26,1,161574.19,0
1316,6144,779,24,10,122200.31,2,43705.56,0
1317,6683,640,29,5,197200.04,2,141453.62,0
1318,4183,550,52,5,121016.23,1,41730.37,1
1319,5315,743,45,10,144677.19,3,22512.44,1
1320,4851,516,27,9,0.0,1,142680.64,1
1321,8359,675,40,8,79035.95,1,142783.98,1
1322,9137,595,20,4,95830.43,1,177738.98,0
1323,2831,575,53,1,84903.33,2,26015.8,0
1324,7275,652,34,6,97435.85,2,104331.76,0
1325,8632,632,30,2,72549.0,2,182728.8,0
1326,7375,682,38,1,116520.28,1,49833.5,1
1327,3108,597,30,2,119370.11,1,182726.22,1
1328,6924,806,34,5,113958.55,1,32125.98,0
1329,6590,498,45,7,109200.74,2,165990.44,0
1330,4681,676,48,3,80697.44,1,101397.86,0
1331,9894,764,40,9,100480.53,1,124095.69,0
1332,7645,675,28,9,0.0,1,134110.93,0
1333,6950,766,37,2,99660.13,2,147700.78,0
1334,1107,678,38,2,0.0,2,115068.99,0
1335,7996,708,67,1,0.0,2,3837.08,0
1336,8277,580,32,9,142188.2,2,128028.6,0
1337,2665,586,29,3,0.0,2,142238.54,0
1338,3525,763,35,7,115651.6,2,104706.29,0
1339,5740,712,30,1,89571.59,1,177613.19,0
1340,6041,682,46,4,0.0,1,4654.28,0
1341,4585,595,39,9,136422.41,1,151757.81,0
1342,9933,677,18,8,134796.87,2,114858.9,0
1343,3147,548,28,8,116755.5,2,158585.17,1
1344,1849,518,35,8,141665.63,1,192776.64,0
1345,3987,706,38,8,0.0,2,46635.11,0
1346,7546,732,26,7,0.0,2,154364.66,0
1347,2325,681,29,2,148143.84,1,52021.39,0
1348,9676,735,39,1,60374.98,1,40223.74,0
1349,4300,615,30,8,0.0,2,3183.15,0
1350,4158,850,62,5,0.0,2,180243.56,0
1351,2342,717,25,7,108664.85,2,190011.85,0
1352,8703,541,37,9,212314.03,1,148814.54,0
1353,2994,745,59,8,0.0,1,36124.98,0
1354,6059,668,56,9,110993.79,1,134396.64,1
1355,8745,664,49,5,127421.78,2,108876.75,1
1356,7470,686,35,8,105419.73,1,35356.46,0
1357,6445,693,37,6,95900.04,1,38196.24,0
1358,2318,630,36,2,110414.48,1,48984.95,0
1359,3270,664,33,7,97286.16,2,143433.33,0
1360,1443,683,43,8,0.0,1,96754.8,0
1361,4957,660,33,2,80462.24,1,150422.35,0
1362,2099,601,43,2,0.0,1,49713.87,1
1363,7748,850,24,6,0.0,2,13159.9,0
1364,7898,603,30,6,129548.5,2,19282.85,0
1365,4916,710,45,1,0.0,2,36154.66,0
1366,9130,838,40,6,61671.19,1,150659.35,1
1367,5149,731,70,3,0.0,2,141180.66,0
1368,1548,653,30,2,88243.29,2,96658.26,0
1369,8572,767,42,2,133616.39,1,28615.8,0
1370,6091,545,26,7,0.0,2,156598.23,0
1371,71,738,58,2,133745.44,4,28373.86,1
1372,7089,556,54,4,150005.38,1,157015.5,1
1373,7496,557,27,2,0.0,2,4497.55,0
1374,8585,731,19,6,0.0,2,151581.79,0
1375,8427,514,26,1,0.0,2,121551.93,0
1376,8218,605,75,2,61319.63,1,186655.11,0
1377,3778,543,31,2,147674.26,1,16658.76,0
1378,6908,519,34,5,0.0,1,68479.6,0
1379,4284,725,35,7,75915.75,1,150507.43,0
1380,9300,824,26,7,146266.0,1,21903.62,1
1381,2454,783,59,9,126224.87,1,4423.63,0
1382,5225,803,43,3,0.0,1,72051.44,0
1383,9905,690,36,10,91760.11,1,135784.94,0
1384,301,694,31,10,0.0,2,160990.27,0
1385,8971,758,61,2,0.0,2,43982.41,0
1386,8646,636,20,10,124266.86,1,100566.81,0
1387,4542,617,36,7,115617.24,1,71519.4,0
1388,5743,832,61,2,0.0,1,127804.66,1
1389,1693,602,23,7,113758.48,2,84077.6,0
1390,1615,641,77,9,0.0,3,81514.06,0
1391,2446,665,34,5,67816.72,1,29641.58,0
1392,1150,655,38,4,0.0,2,110527.71,0
1393,8215,836,32,4,109196.67,2,55218.02,0
1394,4135,678,43,5,102338.19,1,79649.62,0
1395,4397,721,68,4,136525.99,1,175399.14,0
1396,7661,458,36,5,0.0,2,79723.78,0
1397,9,501,44,4,142051.07,2,74940.5,0
1398,365,640,68,9,0.0,2,199493.38,0
1399,8760,748,66,8,0.0,1,163331.65,0
1400,2067,545,37,9,110483.86,1,127394.67,0
1401,2173,661,35,2,117212.18,1,83052.03,0
1402,7240,580,45,8,103741.14,1,47428.73,1
1403,8091,697,48,1,0.0,2,87400.53,0
1404,9911,624,55,7,118793.6,1,95022.02,1
1405,3833,555,35,1,0.0,2,101667.0,0
1406,1685,613,24,7,140453.91,1,129001.3,0
1407,1297,653,55,2,70263.83,1,62347.71,0
1408,7044,595,34,2,87967.42,2,156309.52,0
1409,3517,638,34,7,0.0,2,198969.78,0
1410,6097,642,41,4,157777.58,1,67484.6,0
1411,2350,719,42,5,137227.04,3,149097.38,1
1412,4104,683,41,0,148863.17,1,163911.32,0
1413,4745,757,51,1,0.0,1,22835.13,1
1414,4041,701,37,8,107798.85,1,16966.73,0
1415,2254,684,41,7,0.0,1,138394.37,0
1416,9063,720,64,3,45752.78,2,79623.28,1
1417,5783,669,33,8,0.0,2,128538.05,0
1418,3664,724,31,5,0.0,1,134889.95,1
1419,8005,615,45,5,0.0,2,164886.64,0
1420,6918,649,41,4,115897.73,1,143544.48,0
1421,3564,491,61,8,0.0,2,139861.53,0
1422,8497,577,43,3,0.0,2,135008.92,0
1423,9635,655,27,10,0.0,2,51620.94,0
1424,2631,554,36,3,157780.93,2,6089.13,0
1425,3823,850,39,0,104386.53,1,105886.77,0
1426,7302,767,33,1,144753.21,1,132480.75,0
1427,6803,662,32,9,0.0,2,65089.38,0
1428,8885,686,38,2,93569.86,3,10137.34,1
1429,8199,668,36,3,133686.52,1,190958.48,1
1430,2761,557,68,2,100194.44,1,38596.34,0
1431,2109,593,74,5,161434.36,2,65532.17,0
1432,5030,709,38,5,0.0,2,81452.29,0
1433,507,691,30,7,116927.89,1,21198.39,0
1434,4019,715,32,3,104857.19,2,114149.8,0
1435,3899,662,59,2,104568.41,1,8059.44,1
1436,2886,660,42,5,0.0,2,115509.59,0
1437,8969,717,33,0,115777.23,1,81508.1,0
1438,9024,663,28,4,0.0,2,123969.64,0
1439,81,665,34,1,96645.54,2,171413.66,0
1440,4417,471,42,3,164951.56,1,190531.77,0
1441,8377,601,39,3,72647.64,1,41777.9,1
1442,6347,551,50,1,121399.98,1,84508.44,1
1443,6516,803,65,2,151659.52,2,6930.17,0
1444,1763,758,34,1,154139.45,1,60728.89,0
1445,2275,580,65,9,106804.26,3,107890.69,1
1446,9904,606,36,10,0.0,2,155641.46,0
1447,8350,703,39,1,141559.5,1,31257.1,1
1448,7618,502,33,7,0.0,2,4082.52,0
1449,3978,620,21,9,0.0,2,154882.79,0
1450,9108,655,38,9,0.0,1,90490.33,0
1451,5736,585,44,4,0.0,2,101728.46,0
1452,6903,457,44,7,0.0,2,185992.36,0
1453,2957,792,30,8,0.0,2,199644.2,0
1454,8249,633,29,6,117412.35,1,30338.94,0
1455,6998,611,68,5,82547.11,2,146448.01,0
1456,2415,556,52,9,0.0,1,175149.2,1
1457,7193,709,44,9,128601.98,1,117031.2,0
1458,3634,827,47,8,143001.5,2,108977.5,0
1459,895,728,35,8,125884.95,2,54359.02,1
1460,770,531,63,1,114715.71,1,24506.95,1
1461,9219,676,48,2,124442.38,1,15068.53,1
1462,8998,710,33,2,0.0,2,72945.32,0
1463,2394,850,28,4,147972.19,1,60708.72,1
1464,4980,616,45,4,122793.96,1,62002.04,0
1465,8198,617,54,6,102141.9,1,45325.26,0
1466,1431,820,29,3,82344.84,1,115985.38,0
1467,8578,754,65,1,136186.44,1,121529.59,1
1468,4416,764,24,0,0.0,2,88724.49,0
1469,4291,650,23,5,0.0,1,180622.43,0
1470,7172,637,30,6,122641.56,2,65618.01,0
1471,7616,590,37,6,169902.92,1,128256.18,0
1472,3795,496,32,4,127845.83,1,66469.2,0
1473,97,773,41,9,102827.44,1,64595.25,0
1474,4080,583,31,4,158978.79,1,12538.92,0
1475,4934,420,31,1,108377.75,2,9904.63,0
1476,3710,707,49,10,0.0,1,82967.97,1
1477,1413,673,29,4,99097.36,1,9796.69,0
1478,9097,569,37,9,178755.84,1,199929.17,0
1479,6118,850,37,2,0.0,2,119969.99,0
1480,7682,641,33,2,146193.6,2,55796.83,1
1481,3687,706,18,2,176139.5,2,129654.22,0
1482,6189,835,47,5,108289.28,2,45859.55,1
1483,7757,621,36,7,116338.68,1,155743.48,0
1484,3016,674,43,8,85957.88,2,8757.39,0
1485,5664,850,38,2,0.0,2,9015.07,0
1486,1029,828,34,9,0.0,2,81853.98,0
1487,8023,616,31,3,136789.14,1,59346.4,1
1488,4187,755,29,4,148654.84,2,28805.09,0
1489,3530,623,24,5,0.0,2,116160.04,0
1490,5688,505,37,6,159863.9,2,125307.87,0
1491,4070,646,34,3,131283.11,1,130500.65,0
1492,11,528,31,6,102016.72,2,80181.12,0
1493,9386,687,44,8,95368.14,2,1787.85,0
1494,7816,583,38,8,0.0,1,47848.56,0
1495,8252,629,37,1,35549.81,2,49676.33,0
1496,2021,627,30,6,57809.32,1,188258.49,0
1497,1926,804,24,3,0.0,2,173195.33,0
1498,8330,683,43,2,112499.42,2,30375.18,0
1499,9315,613,51,7,147262.11,1,53630.9,1
1500,1528,661,35,8,124098.54,1,86678.48,0
1501,9886,670,33,8,126679.69,1,39451.09,0
1502,4166,775,60,7,0.0,2,111558.7,0
1503,8748,579,29,10,73194.52,2,129209.09,0
1504,4086,520,34,4,134007.9,1,193209.11,0
1505,5872,479,33,2,208165.53,1,50774.81,1
1506,4491,647,64,1,91216.0,1,41800.18,0
1507,6791,487,40,6,136093.74,1,193408.43,0
1508,6358,491,68,3,107571.61,1,113695.99,0
1509,1936,523,39,3,0.0,2,6726.53,0
1510,2642,538,28,6,164365.44,1,5698.97,0
1511,410,537,41,3,138306.34,1,106761.47,0
1512,6369,663,52,0,136298.65,1,144593.3,1
1513,3394,710,30,6,0.0,2,8991.17,0
1514,2245,515,66,6,0.0,2,160663.11,0
1515,368,460,35,8,102742.91,2,189339.6,0
1516,3323,634,41,8,68213.99,1,6382.46,0
1517,407,538,49,9,141434.04,1,173779.25,1
1518,9981,741,35,6,74371.49,1,99595.67,0
1519,5358,405,31,5,133299.67,2,72950.14,0
1520,4771,615,19,5,0.0,2,159920.92,0
1521,2756,700,31,7,0.0,2,145151.96,0
1522,9899,589,38,4,0.0,1,95483.48,1
1523,7911,561,28,6,123692.0,1,70548.96,0
1524,8562,788,36,10,109632.85,1,16149.13,0
1525,3751,629,39,2,129669.32,2,82774.07,0
1526,2573,711,58,9,91285.13,2,26767.85,0
1527,9679,635,29,2,0.0,2,117173.8,0
1528,9238,740,40,4,114318.78,2,129333.69,1
1529,9049,729,40,5,113574.61,2,103396.08,0
1530,3015,628,43,3,184926.61,1,122937.57,0
1531,4597,567,38,6,127678.8,2,45422.89,0
1532,4164,627,35,7,0.0,2,193022.44,0
1533,5193,663,39,8,0.0,2,101168.9,0
1534,6199,573,31,0,134644.19,1,70381.49,0
1535,9328,593,40,2,0.0,1,5194.95,0
1536,3283,584,39,2,112687.69,1,127749.61,0
1537,5556,614,39,6,0.0,2,164018.98,0
1538,6789,825,37,6,118050.79,1,52301.15,0
1539,4830,687,34,5,128270.56,1,191092.62,0
1540,8856,697,43,10,128226.37,1,188486.94,0
1541,8783,600,27,6,0.0,2,172031.22,0
1542,1923,625,36,9,108546.16,3,133807.77,1
1543,6458,615,51,6,81818.49,1,169149.38,0
1544,1631,657,57,8,107174.58,1,126369.55,1
1545,5228,701,23,3,0.0,2,38960.59,0
1546,5401,731,30,5,0.0,2,189528.72,0
1547,7267,762,60,10,168920.75,1,31445.03,1
1548,3085,770,30,8,0.0,2,100557.03,0
1549,7868,640,46,3,0.0,1,156260.08,0
1550,5313,712,48,8,0.0,2,183235.33,0
1551,8229,554,39,10,160132.75,1,32824.15,0
1552,5574,681,29,8,0.0,1,66367.33,0
1553,6395,466,41,2,152102.18,2,181879.56,0
1554,2388,773,39,4,0.0,2,182081.45,0
1555,8737,636,44,2,0.0,2,86414.41,0
1556,3297,568,26,10,109819.16,2,154491.39,0
1557,8555,603,24,3,0.0,1,198826.03,1
1558,9995,800,29,2,0.0,2,167773.55,0
1559,2185,652,40,1,0.0,2,126554.96,0
1560,3630,671,48,8,115713.84,2,83210.84,0
1561,9834,699,41,1,200117.76,2,94142.35,0
1562,322,680,30,8,141441.75,1,16278.97,0
1563,6836,810,33,6,0.0,2,77965.67,0
1564,9877,620,36,7,169312.72,1,45414.09,0
1565,6135,699,25,8,0.0,2,52404.47,0
1566,4684,588,38,1,124271.26,1,75969.19,0
1567,9175,529,61,1,0.0,2,191370.97,0
1568,826,464,33,8,164284.72,2,3710.34,0
1569,4190,598,32,4,111156.52,1,167376.26,0
1570,1360,431,37,0,120764.08,1,117023.08,0
1571,3647,770,70,9,110738.89,1,22666.77,1
1572,1130,669,35,7,0.0,1,49108.23,1
1573,66,751,36,6,169831.46,2,27758.36,0
1574,6895,690,26,8,116318.23,1,83253.05,0
1575,768,720,60,9,115920.62,2,157552.08,1
1576,2412,549,31,9,135020.21,2,23343.18,0
1577,8143,615,41,4,130385.82,1,130661.95,0
1578,56,619,43,1,125211.92,1,113410.49,0
1579,50,776,37,2,103769.22,2,194099.12,0
1580,8559,574,39,5,119013.86,1,103421.91,0
1581,4033,430,38,9,0.0,2,12050.77,0
1582,5463,694,29,5,99713.87,1,112317.89,0
1583,4014,720,57,1,162082.31,4,27145.73,1
1584,1003,725,39,1,50880.98,2,184023.54,0
1585,1586,538,33,6,93791.38,1,199249.29,0
1586,8878,812,24,1,92476.88,1,83247.14,0
1587,7543,507,34,4,0.0,2,60688.38,0
1588,1804,577,26,1,180530.51,1,123454.62,0
1589,336,485,29,7,182123.79,1,116828.51,1
1590,8335,705,37,10,0.0,2,13935.53,1
1591,8445,792,70,3,0.0,2,172240.27,0
1592,3475,720,33,6,97188.62,1,91881.29,0
1593,3053,607,35,2,0.0,2,114190.3,0
1594,5021,491,68,1,95039.12,1,116471.14,1
1595,7372,850,30,10,153972.89,2,62811.03,0
1596,6797,651,25,8,0.0,2,126761.2,0
1597,9331,630,34,9,0.0,2,114006.35,0
1598,4087,759,31,4,98899.91,1,47832.82,0
1599,1657,581,31,6,116891.72,1,107137.3,0
1600,5934,569,41,4,120243.49,1,163150.03,1
1601,4179,510,32,1,0.0,2,28515.17,0
1602,5338,815,57,5,0.0,3,38941.44,1
1603,1442,627,44,6,0.0,1,114469.55,0
1604,6156,759,26,4,0.0,2,135394.62,0
1605,1745,850,39,7,79259.99,1,186910.74,0
1606,5540,614,39,3,151914.93,1,56459.45,0
1607,3160,834,23,4,131254.81,1,20199.3,0
1608,8831,562,39,6,130565.02,1,9854.72,1
1609,3834,609,38,6,140752.06,2,171430.16,0
1610,4218,587,35,5,121863.61,1,23481.69,1
1611,6847,689,40,5,154251.67,1,118319.5,0
1612,2236,648,56,6,157559.59,2,140991.23,1
1613,5254,655,27,9,0.0,2,108008.05,0
1614,2821,622,31,1,89688.94,1,152305.47,0
1615,2652,850,40,4,166082.15,2,44406.17,0
1616,9026,577,29,2,0.0,1,168924.41,0
1617,9696,710,37,6,135795.63,1,46523.6,0
1618,2725,453,38,8,120623.21,1,129697.99,0
1619,1398,487,46,4,135070.58,2,44244.49,1
1620,645,819,39,9,133102.92,1,27046.46,1
1621,4437,508,26,7,205962.0,1,156424.4,0
1622,6368,536,41,9,0.0,1,121299.14,0
1623,1729,758,40,5,93499.82,2,123218.81,0
1624,3358,658,29,5,75395.53,2,54914.92,0
1625,9519,585,44,7,163867.86,1,112333.22,0
1626,9407,850,31,6,131996.66,2,178747.43,0
1627,6873,850,27,7,43658.33,2,3025.49,0
1628,4404,602,43,2,113641.49,4,115116.35,1
1629,5024,555,40,10,43028.77,1,170514.21,0
1630,2119,460,27,7,0.0,2,156150.08,1
1631,654,459,48,4,133994.52,1,19287.06,1
1632,3646,788,55,3,0.0,1,13288.46,1
1633,95,730,42,4,0.0,2,85982.47,0
1634,7482,626,34,7,113014.7,2,56646.28,0
1635,5970,542,29,7,0.0,2,196651.72,0
1636,3201,635,24,4,140197.18,1,142935.83,0
1637,8418,630,26,5,0.0,2,182612.38,0
1638,6077,687,24,3,110495.27,1,158615.41,0
1639,1220,693,44,5,124601.58,2,46998.13,1
1640,7568,629,44,5,0.0,4,117572.59,1
1641,4769,599,31,3,0.0,1,130086.47,1
1642,5600,579,50,5,117721.02,1,192146.63,1
1643,1307,823,46,3,81576.75,1,28370.95,1
1644,1460,817,55,10,117561.49,1,95941.55,1
1645,3476,769,31,4,61297.05,2,7118.02,0
1646,3610,850,40,6,94607.08,1,36690.49,0
1647,9243,612,32,9,106520.73,2,177092.16,0
1648,4216,789,53,1,158271.74,1,5036.39,1
1649,481,788,34,6,156478.62,1,181196.76,0
1650,6163,748,34,5,84009.47,1,137001.1,0
1651,5212,749,22,4,94762.16,2,42241.54,0
1652,5062,633,42,1,0.0,2,56865.62,0
1653,3342,718,29,3,0.0,1,134462.29,0
1654,5162,842,46,9,0.0,1,17268.02,0
1655,4303,544,44,2,108895.93,1,69228.2,1
1656,6782,850,42,3,0.0,2,176883.42,0
1657,9591,772,34,7,111565.91,1,121073.23,0
1658,2115,732,33,8,0.0,1,119882.7,0
1659,8642,604,47,4,118907.6,1,47777.15,1
1660,6706,663,33,5,157274.36,2,28531.81,0
1661,5629,681,44,3,105206.7,2,163558.36,0
1662,153,716,42,8,0.0,2,180800.42,0
1663,72,813,29,6,0.0,1,33953.87,0
1664,124,684,48,10,126384.42,1,198129.36,0
1665,7783,585,54,8,87105.32,1,55346.14,0
1666,5811,495,42,7,0.0,2,130404.53,0
1667,5952,721,41,7,0.0,2,61018.85,0
1668,6131,632,35,2,150561.03,2,64722.61,0
1669,5461,661,41,5,122552.48,2,120646.4,0
1670,5027,626,44,10,0.0,2,164287.86,0
1671,2199,473,48,8,0.0,2,71139.8,0
1672,2357,625,37,4,142711.81,1,35625.41,0
1673,9083,768,36,5,180169.44,2,17348.56,0
1674,7780,757,46,0,0.0,2,37460.05,0
1675,686,661,42,2,178820.91,1,29358.57,1
1676,2389,762,34,4,88815.56,2,68562.26,1
1677,1221,725,33,7,115182.84,2,177279.41,0
1678,9030,594,18,1,132694.73,1,167689.56,0
1679,2363,709,45,4,122917.71,1,11.58,1
1680,6741,670,40,2,147171.2,1,69850.04,0
1681,5899,699,34,2,117468.67,1,185227.42,0
1682,7199,670,33,6,88294.6,1,66979.06,0
1683,4162,736,43,4,176134.54,1,52856.88,0
1684,8012,701,35,2,0.0,2,65765.22,0
1685,9792,825,35,6,118336.95,1,26342.33,1
1686,7992,427,39,9,0.0,2,28368.37,0
1687,1574,668,35,6,102482.76,1,53994.64,0
1688,841,732,50,6,145338.76,1,91936.1,1
1689,9808,649,36,8,0.0,2,109179.89,0
1690,9748,610,69,5,86038.21,3,192743.06,1
1691,3132,648,39,3,126935.98,2,57995.74,0
1692,2809,654,42,7,99263.09,1,67607.9,0
1693,3730,730,29,2,0.0,2,14174.09,0
1694,4925,792,36,5,115725.24,2,1871.25,0
1695,8520,631,29,7,0.0,2,125877.22,0
1696,5923,555,44,3,105770.7,3,60533.96,1
1697,1931,536,23,6,92366.72,2,120661.71,0
1698,8810,593,38,5,142658.04,2,135337.11,0
1699,4403,710,46,10,120530.34,1,166586.99,1
1700,6736,842,37,4,132446.08,2,87071.18,1
1701,6583,525,60,7,0.0,2,168034.9,0
1702,63,555,33,1,56084.69,2,178798.13,0
1703,1168,548,35,10,0.0,1,31299.71,0
1704,6717,515,29,4,151012.55,2,9770.97,0
1705,2580,365,30,0,127760.07,1,81537.85,1
1706,1590,675,36,7,89409.95,1,149399.7,0
1707,2654,730,26,3,0.0,1,34542.41,0
1708,8694,621,50,5,0.0,2,191756.54,1
1709,7380,573,36,1,0.0,1,56905.38,0
1710,2537,691,58,3,0.0,1,194930.3,1
1711,7749,842,35,9,119948.09,1,48217.97,1
1712,7175,640,50,9,117565.03,2,82559.77,0
1713,6814,481,44,3,163714.52,1,96123.72,0
1714,4418,608,27,4,153325.1,1,199953.33,0
1715,7813,532,24,8,142755.25,1,34231.48,0
1716,1197,718,28,4,65643.3,1,28760.99,0
1717,4326,567,45,1,157320.51,1,62193.92,0
1718,3953,594,34,7,141525.55,1,9443.15,0
1719,4065,626,39,10,132287.92,3,51467.92,1
1720,4956,775,33,3,83501.66,2,128841.31,0
1721,5924,751,48,9,0.0,1,137508.42,1
1722,3052,762,53,1,102520.37,1,170195.4,0
1723,1807,691,38,7,0.0,2,81617.4,0
1724,4055,602,56,3,115895.22,3,4176.17,1
1725,7307,837,38,2,0.0,2,46395.21,0
1726,5891,482,38,4,124976.19,1,35848.12,0
1727,6610,748,41,2,91621.69,1,71139.31,0
1728,8805,765,41,2,0.0,2,191215.61,0
1729,9805,637,36,9,166939.88,1,72504.76,0
1730,6344,627,55,6,0.0,1,91943.94,1
1731,4998,722,43,1,0.0,1,44560.17,1
1732,6114,596,36,2,0.0,2,125557.95,0
1733,573,745,35,9,92566.53,2,161519.77,0
1734,7665,602,35,8,0.0,1,22499.29,0
1735,8615,797,32,1,151922.94,1,8877.06,0
1736,5906,511,30,5,0.0,2,143994.86,0
1737,1236,523,63,6,116227.27,1,119404.63,0
1738,1189,528,30,2,128262.72,2,50771.16,0
1739,1889,429,60,7,0.0,2,163691.48,0
1740,7755,563,42,6,99056.22,2,154347.95,1
1741,5341,680,42,0,0.0,1,136377.21,0
1742,2579,582,32,1,116409.55,1,152790.92,0
1743,1662,690,32,0,106683.52,2,137916.49,0
1744,5560,850,36,5,119984.07,1,191535.11,1
1745,1976,622,35,5,0.0,2,51112.8,0
1746,9355,590,43,8,0.0,2,143628.31,0
1747,6488,580,31,2,0.0,2,64014.24,0
1748,4161,627,37,7,147361.57,1,133031.96,0
1749,2800,760,43,8,121911.59,1,193312.33,0
1750,1817,531,29,3,114590.58,1,75585.48,0
1751,6073,628,45,9,0.0,2,96862.56,0
1752,3965,476,37,4,0.0,1,55775.84,1
1753,2903,691,33,1,128306.83,1,113580.79,0
1754,7430,685,43,6,117302.62,1,68701.73,0
1755,4879,793,29,8,96674.55,2,192120.66,0
1756,5329,667,27,2,138032.15,1,166317.71,0
1757,3885,709,31,6,0.0,2,71009.84,0
1758,8879,645,47,9,152076.93,1,121840.2,1
1759,5858,594,56,7,0.0,1,26215.85,1
1760,9121,703,58,4,92930.92,1,85148.78,0
1761,6408,806,30,8,168078.83,1,85028.36,1
1762,9231,582,35,8,121309.17,2,28750.67,0
1763,406,718,36,9,0.0,1,45909.87,0
1764,7798,502,33,5,174673.65,2,33300.56,0
1765,538,686,34,9,0.0,2,127569.8,0
1766,7581,708,34,3,0.0,1,121457.88,1
1767,8,376,29,4,115046.74,4,119346.88,1
1768,5170,651,31,7,138008.06,2,129912.74,0
1769,5020,823,53,4,124954.94,1,131259.6,1
1770,2387,541,46,4,124547.13,2,94499.06,0
1771,5202,569,36,1,67087.69,1,154775.7,0
1772,1698,683,30,8,110829.52,2,24938.84,0
1773,7556,731,41,3,0.0,2,101371.72,0
1774,2354,554,26,7,92606.86,2,192709.69,0
1775,2110,596,41,5,0.0,2,141053.85,0
1776,1232,772,30,4,78653.05,1,1790.48,0
1777,4933,683,29,0,157829.12,1,129891.66,0
1778,9181,637,44,2,0.0,2,149665.65,0
1779,2401,711,34,4,133467.77,2,42976.64,0
1780,7160,525,59,6,55328.4,1,83342.73,1
1781,4788,529,42,1,157498.9,1,82276.62,0
1782,1648,703,45,7,0.0,2,68831.72,0
1783,6551,637,39,3,109698.41,1,88391.29,1
1784,9436,685,38,4,111798.06,2,102184.66,0
1785,5817,547,43,1,92350.36,1,80262.91,0
1786,9719,710,62,3,131078.42,2,119348.76,1
1787,6823,669,47,0,63723.78,2,181928.25,0
1788,2087,725,32,0,0.0,2,138525.19,0
1789,3122,634,27,3,107027.52,1,173425.68,0
1790,5647,526,35,9,118536.4,1,40980.87,1
1791,1348,521,37,2,0.0,2,86372.24,0
1792,8318,666,27,4,0.0,2,88751.45,0
1793,707,626,35,4,88109.81,1,32825.5,0
1794,4639,516,50,7,139675.07,2,45591.23,0
1795,3536,662,37,5,94901.09,1,48233.75,0
1796,3822,608,56,5,0.0,2,153810.41,0
1797,4138,789,51,3,104677.09,1,74265.38,0
1798,3952,807,47,9,167664.83,1,125440.11,1
1799,5777,593,39,8,151391.68,1,27274.6,1
1800,593,666,34,9,115897.12,1,25095.03,0
1801,7524,814,72,2,0.0,2,130853.03,0
1802,7720,666,71,1,53013.29,2,112222.64,0
1803,2848,529,38,7,99842.5,2,90256.06,1
1804,7,822,50,7,0.0,2,10062.8,0
1805,2663,669,44,8,96418.09,1,131609.48,1
1806,4544,791,42,10,113657.41,2,139946.68,1
1807,471,631,27,10,134169.62,1,176730.02,0
1808,7254,779,55,0,133295.98,1,22832.71,1
1809,5322,732,25,0,110942.9,1,172576.56,0
1810,1941,531,31,7,117052.82,1,118508.09,1
1811,6514,513,41,9,107135.04,2,160546.58,0
1812,369,636,34,2,40105.51,2,53512.16,0
1813,3010,551,31,1,0.0,2,185105.44,0
1814,5054,636,28,2,115265.14,1,191627.85,0
1815,2805,648,44,2,0.0,2,58652.23,0
1816,4178,709,32,7,0.0,2,199418.02,0
1817,8221,557,42,6,177822.03,1,150944.31,1
1818,9104,671,29,3,0.0,2,158043.11,0
1819,4361,678,66,8,0.0,2,47117.03,0
1820,8089,541,39,9,100116.67,1,199808.1,1
1821,3830,587,36,1,70784.27,1,30579.82,0
1822,5400,733,35,8,102918.38,1,45959.86,0
1823,508,684,40,6,137326.65,1,186976.6,0
1824,5826,607,62,8,108004.64,1,23386.77,1
1825,7500,609,71,6,113317.1,1,108258.22,1
1826,2637,702,30,2,0.0,2,145537.32,0
1827,68,735,43,10,123180.01,2,196673.28,0
1828,2777,689,39,7,0.0,2,14917.09,0
1829,4539,710,33,1,0.0,2,168313.17,0
1830,7246,702,36,2,105264.88,2,52909.87,0
1831,668,503,29,3,0.0,2,143954.99,0
1832,3319,629,40,6,0.0,2,139356.3,0
1833,4983,615,30,7,0.0,2,156346.84,0
